Cycle_ID,Cycle
963,C2347818 -> C0008902 -> C0021423 -> C0021424 -> C1256741 -> C1256739 -> C1135584 -> C0038545 -> C0282503 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C0201682 -> C0022885 -> C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811 -> C0037414 -> C0014406 -> C0087111 -> C0184661 -> C0220965 -> C0242356 -> C0021428 -> C3888058 -> C0183336 -> C0025080 -> C0441065 -> C0699733 -> C0024912 -> C0520510 -> C1315023 -> C0015392 -> C0015450 -> C0018670 -> C0005898 -> C0229962 -> C0700276 -> C0150934 -> C0460004 -> C0807679 -> C1138431
964,C0025080 -> C0441065 -> C0699733 -> C0336568
965,C0087111 -> C0184661 -> C0220965 -> C0242356 -> C0021428 -> C3888058 -> C0183336 -> C0025080 -> C2093623
966,C1140118 -> C2347818 -> C0008902 -> C0021423 -> C0021424 -> C1256741 -> C1256739 -> C1135584 -> C0038545 -> C0282503 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C0201682 -> C0022885 -> C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811 -> C0037414 -> C0014406 -> C0087111 -> C0184661
967,C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811 -> C0037414 -> C0014406 -> C0087111 -> C0184661
968,C0203634 -> C0203642
969,C0203634 -> C0203642 -> C0541675
970,C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811 -> C0037414 -> C0014406 -> C0087111 -> C0203634 -> C0203642 -> C0581577 -> C0034606 -> C0011916 -> C0597349
971,C0011923 -> C0043299
972,C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811 -> C0037414 -> C0014406 -> C0087111 -> C0203634 -> C0203642 -> C0581577 -> C0034606 -> C0011923 -> C0043299
973,C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811 -> C0037414 -> C0014406 -> C0087111 -> C0203634 -> C0203642 -> C0581577 -> C0034606 -> C0011923 -> C0079595
974,C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811 -> C0037414 -> C0014406 -> C0087111 -> C0203634 -> C0203642 -> C0581577 -> C0034606 -> C0011923
975,C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811 -> C0037414 -> C0014406 -> C0087111 -> C0203634 -> C0203642 -> C0581577 -> C0034606
976,C0203634 -> C0203642 -> C0581577 -> C0034606
977,C0203634 -> C0203642 -> C0581577 -> C0034606 -> C3665374
978,C0203634 -> C0203642 -> C0581577
979,C1140118 -> C2347818 -> C0008902 -> C0021423 -> C0021424 -> C1256741 -> C1256739 -> C1135584 -> C0038545 -> C0282503 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C0201682 -> C0022885 -> C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811 -> C0037414
980,C0028811 -> C0334705 -> C1264759
981,C0334705 -> C1264759
982,C0028811 -> C0334705 -> C1264759 -> C0402110
983,C0028811 -> C0334705 -> C1264759 -> C1306056
984,C1140118 -> C2347818 -> C0008902 -> C0021423 -> C0021424 -> C1256741 -> C1256739 -> C1135584 -> C0038545 -> C0282503 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C0201682 -> C0022885 -> C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0018684 -> C0025118 -> C0018722 -> C0028811
985,C1140118 -> C2347818 -> C0008902 -> C0021423 -> C0021424 -> C1256741 -> C1256739 -> C1135584 -> C0038545 -> C0282503 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C0201682 -> C0022885 -> C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388 -> C0331758
986,C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0017313 -> C0018747 -> C0086388
987,C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C0242963 -> C0021272 -> C1272597 -> C1171152
988,C1135584 -> C0038545 -> C0282503 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C0201682 -> C0022885 -> C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C0243064 -> C0005540 -> C0018757 -> C1518680 -> C0242481 -> C1516654 -> C0441655 -> C0412555 -> C0033052 -> C1171216 -> C2957768 -> C0028678 -> C0039798 -> C1256740
989,C0041618 -> C0177800
990,C0185771 -> C0185772
991,C0185771 -> C0185772 -> C0185773
992,C0185774 -> C0185771 -> C0185772
993,C0412555 -> C0203419
994,C0021423 -> C0021424 -> C1256741 -> C1256739 -> C1135584 -> C0038545 -> C0282503 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C0201682 -> C0022885 -> C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C3658251 -> C0022752 -> C0003916 -> C0002045 -> C0009627
995,C0282503 -> C0920316 -> C0021425 -> C0683836 -> C0449416 -> C0439659 -> C0201814 -> C0201682 -> C0022885 -> C0086143 -> C0011900 -> C0420833 -> C0427349 -> C0037088 -> C0677042 -> C0012634 -> C0030660 -> C3714634 -> C1138831 -> C3658251
996,C0037088 -> C0677042 -> C0012634
997,C0022885 -> C0200337
998,C0022885 -> C0541657
999,C0201682 -> C0201683
1000,C0008902 -> C0456387
1001,C0303743 -> C0541481
1002,C0020242 -> C0020250
1003,C0001975 -> C1623735
1004,C0003618 -> C0020175
1005,C5234928 -> C0003618 -> C0020175 -> C0086311
1006,C5234928 -> C0003618 -> C5779664
1007,C0578148 -> C0002508
1008,C0033684 -> C0030956
1009,C0033684 -> C1305923
1010,C0017789 -> C0061472
1011,C2937349 -> C0242739
1012,C0007680 -> C0304343 -> C0304342
1013,C0282686 -> C0304570
1014,C0007220 -> C1442829
1015,C0012798 -> C0304484
1016,C0003392 -> C3653621
1017,C0003392 -> C3653621 -> C0005525
1018,C0028630 -> C0028606 -> C0032550
1019,C1718515 -> C0043314
1020,C0304437 -> C0304436
1021,C0014417 -> C0021265
1022,C0032346 -> C0018626 -> C0014417 -> C0682891
1023,C0033978 -> C0304363
1024,C0019932 -> C0304715
1025,C0001617 -> C0354027
1026,C0008366 -> C0038323
1027,C0020289 -> C0360722 -> C0030940
1028,C0000983 -> C0000975
1029,C0000979 -> C0000983
1030,C0031253 -> C0303926
1031,C0031428 -> C0010305
1032,C0000263 -> C0001407
1033,C0022023 -> C0013832
1034,C0001962 -> C0678408 -> C0301611 -> C0001967
1035,C0740858 -> C0033880 -> C0013146
1036,C0013146 -> C1510472
1037,C0033880 -> C0013146 -> C1510472
1038,C0013146 -> C1510472 -> C0085281
1039,C0014695 -> C1977349
1040,C0014695 -> C2917426
1041,C0029252 -> C0596913
1042,C0002658 -> C0002667
1043,C0002667 -> C0002763 -> C0304403
1044,C0034288 -> C0018338 -> C0018328 -> C0027303 -> C0597067 -> C0042010 -> C0041921
1045,C0034288 -> C0018338 -> C0018328 -> C0027303 -> C0597067 -> C0042010 -> C0041921 -> C0040079
1046,C0034288 -> C0018338 -> C0018328 -> C0027303 -> C0597067 -> C0042010 -> C0041921 -> C0040079 -> C0040090
1047,C0005058 -> C0053225
1048,C4521129 -> C0206208
1049,C0002771 -> C0280004 -> C0242937
1050,C0036079 -> C0036075
1051,C0036077 -> C0036079
1052,C0006521 -> C0054312
1053,C0002932 -> C0304446
1054,C3489010 -> C0004504
1055,C0020247 -> C0369762 -> C0392143
1056,C0019120 -> C0009117
1057,C0003404 -> C0304334
1058,C0003416 -> C0003374
1059,C3714514 -> C0004615
1060,C0041849 -> C0153325
1061,C3714514 -> C0947879 -> C0851439 -> C0009450
1062,C0008633 -> C0729606
1063,C0005953 -> C0229619
1064,C0005953 -> C0541680
1065,C0009781 -> C1257975 -> C0162597
1066,C0013303 -> C0021852
1067,C0021852 -> C0227257
1068,C0224084 -> C0242695
1069,C0014876 -> C0391896
1070,C1267092 -> C0227177 -> C0225357
1071,C0227290 -> C0227289 -> C0227269 -> C0226879 -> C0225358 -> C1267092
1072,C0227289 -> C0227269 -> C0226879 -> C0225358 -> C1267092 -> C0227291
1073,C0225358 -> C1267092 -> C0227291 -> C2334899 -> C2340563 -> C1179456
1074,C0225358 -> C1267092 -> C0734244 -> C2362999 -> C2331357 -> C1179457
1075,C0042425 -> C0009437
1076,C0012242 -> C0178285
1077,C0005424 -> C0156217
1078,C0017178 -> C0549614
1079,C0017178 -> C0549617
1080,C0017178 -> C0947846 -> C0947761
1081,C0017178 -> C4082764
1082,C0017178 -> C4082764 -> C0729555 -> C1335011
1083,C4082764 -> C0851981
1084,C0267792 -> C0851731 -> C0947747
1085,C0005395 -> C0005424 -> C0851618
1086,C0227719 -> C1288327
1087,C0014130 -> C0271520 -> C0271519
1088,C0014130 -> C0549611
1089,C0014130 -> C0852177 -> C0949002
1090,C0030517 -> C0852181
1091,C0013447 -> C0155527
1092,C0013447 -> C0549587
1093,C0152027 -> C0030554 -> C0012766
1094,C0152027 -> C0030554
1095,C0199535 -> C0199534
1096,C0189573 -> C0189572 -> C0038897
1097,C0189573 -> C0396664
1098,C0152027 -> C0030554 -> C0752262
1099,C0152027 -> C0030554 -> C5539790 -> C5551413 -> C0020580
1100,C0152027 -> C0030554 -> C5539790 -> C5551413 -> C0020580 -> C0392699
1101,C5539790 -> C5551413 -> C0020580 -> C0392699 -> C4023691
1102,C5539790 -> C5551413 -> C0020580
1103,C5551413 -> C0020580
1104,C0013447 -> C5848260 -> C0949114 -> C5848261
1105,C0013447 -> C5848260 -> C0949114 -> C5848261 -> C1335006
1106,C5848260 -> C0949114 -> C5848261
1107,C0158581 -> C0266589
1108,C0158581 -> C0266589 -> C0431479 -> C0477990
1109,C0431479 -> C0477990
1110,C0158581 -> C0266617
1111,C0266623 -> C0158581
1112,C0225333 -> C0227180
1113,C0229681 -> C0225333
1114,C0458700 -> C1735318
1115,C0458707 -> C0458700 -> C1735318
1116,C0037303 -> C0447986
1117,C0222072 -> C0222071
1118,C0031153 -> C1704247
1119,C0042149 -> C0227806
1120,C0227813 -> C0458852
1121,C0015560 -> C0001575
1122,C0009758 -> C0229271
1123,C0205030 -> C0559611
1124,C0559600 -> C0222137 -> C0205030 -> C0559611
1125,C0559600 -> C0222137 -> C0205030 -> C1302802
1126,C0559600 -> C0222137
1127,C0559602 -> C0222084
1128,C0559605 -> C0448793
1129,C0034196 -> C0447511
1130,C0034196 -> C0447511 -> C0447510
1131,C0447511 -> C0447510
1132,C0227411 -> C0003461 -> C0736093
1133,C0042449 -> C1282015
1134,C0226629 -> C0447122
1135,C0027740 -> C0037941
1136,C0027740 -> C0037941 -> C0031119
1137,C0037941 -> C0541717
1138,C0008539 -> C5551384
1139,C0006141 -> C0230109
1140,C0006141 -> C0230109 -> C1268091
1141,C0222603 -> C0929301 -> C1179004
1142,C0205031 -> C0559613
1143,C0559616 -> C0448818
1144,C0222149 -> C0816233
1145,C0559615 -> C0222149 -> C0816233
1146,C0559618 -> C0448821
1147,C0446475 -> C0230131
1148,C3698049 -> C0446475
1149,C0149538 -> C0559617
1150,C0030193 -> C0995154
1151,C0026650 -> C0015371
1152,C0270715 -> C1444208
1153,C0037933 -> C0494962
1154,C1444784 -> C0263888 -> C0037933
1155,C3241938 -> C0494969 -> C0477621
1156,C0334044 -> C0334043
1157,C0851567 -> C0852096
1158,C0035507 -> C0007765
1159,C0035507 -> C0007765 -> C0376353
1160,C0025521 -> C0851333
1161,C0154251 -> C0852193
1162,C0015397 -> C0042790
1163,C0200144 -> C0200145
1164,C0015397 -> C0155365
1165,C0015397 -> C0155365 -> C0029182
1166,C0015397 -> C0155365 -> C0029182 -> C0271328
1167,C1314803 -> C0348572
1168,C1314803 -> C0348572 -> C2976969
1169,C0015397 -> C0155365 -> C0029182 -> C0348508 -> C1314803 -> C0497217
1170,C1314803 -> C0497217
1171,C0015397 -> C0155365 -> C0029182 -> C0851688 -> C0851397
1172,C0015397 -> C0155365 -> C0271398
1173,C0015397 -> C0155365 -> C0549653
1174,C0015397 -> C0155365 -> C0730122
1175,C0015397 -> C0155365 -> C0730122 -> C1263861
1176,C0015397 -> C0155365 -> C1290855
1177,C0015397 -> C0549586
1178,C0035309 -> C1335039
1179,C0004134 -> C0007758
1180,C0007760 -> C0037952
1181,C0007760 -> C0262404
1182,C0004134 -> C0007758 -> C0575081
1183,C0005910 -> C1315001
1184,C0005910 -> C1315002
1185,C0152091 -> C0007302
1186,C0007302 -> C0158073
1187,C0410288 -> C0152091 -> C0007302 -> C0158073
1188,C0007302 -> C0495016
1189,C0410288 -> C0152091
1190,C0152091 -> C0495015
1191,C1704330 -> C0022362
1192,C0026636 -> C0399341
1193,C0029484 -> C0029500
1194,C0154189 -> C1263961
1195,C0000786 -> C0156456
1196,C0000804 -> C0269496
1197,C0161972 -> C0868855
1198,C0186079 -> C0186078
1199,C0187763 -> C0187764
1200,C0269441 -> C1456876
1201,C2239178 -> C0021290
1202,C0426010 -> C0567163 -> C0567091
1203,C0043250 -> C0332796
1204,C0003241 -> C0021027
1205,C0021027 -> C0017007
1206,C0269815 -> C0868755
1207,C0000832 -> C0156616
1208,C0156616 -> C0156621
1209,C0156616 -> C0269608
1210,C0274455 -> C0032343
1211,C0334070 -> C0334069
1212,C0018810 -> C1315038
1213,C0018810 -> C1315039
1214,C0018810 -> C1315040
1215,C0018810 -> C3262155
1216,C0577850 -> C0277899
1217,C0175649 -> C0581195 -> C0021102
1218,C0330208 -> C0330209
1219,C0330209 -> C1041301 -> C1028565
1220,C0330208 -> C0330209 -> C1041301 -> C1028565 -> C3787978 -> C1041273 -> C1085203 -> C3787966
1221,C0085370 -> C0085369 -> C1318538 -> C1265421
1222,C0030499 -> C0276770 -> C0033740
1223,C0276770 -> C0033740
1224,C0033740 -> C0947853
1225,C0018889 -> C0494126
1226,C0023895 -> C0156194
1227,C0276774 -> C0152506
1228,C0014236 -> C0042168
1229,C0004623 -> C0949113
1230,C0004623 -> C2939130
1231,C0026946 -> C0947852
1232,C0014236 -> C0042168 -> C0042164
1233,C0021585 -> C0003903 -> C1446788
1234,C0549567 -> C0494869
1235,C0549567 -> C0851841
1236,C0549567 -> C3665492
1237,C0042789 -> C0234620
1238,C0011135 -> C0577098 -> C0577096
1239,C0042845 -> C0086024
1240,C0076335 -> C0034325 -> C0032712
1241,C0076335 -> C0034325 -> C0032712 -> C0581803
1242,C0000905 -> C0228798 -> C5229811
1243,C0000921 -> C0085639 -> C0261619
1244,C0362049 -> C0477296
1245,C0003286 -> C0304354
1246,C0011849 -> C0020456
1247,C0020639 -> C0027720
1248,C0022658 -> C0151746 -> C0232807
1249,C0151746 -> C0232807
1250,C0022658 -> C0151746 -> C0266292
1251,C0022658 -> C0151746 -> C0266292 -> C0543793
1252,C0022658 -> C0151746 -> C0268731
1253,C0022658 -> C0151746 -> C0268731 -> C0852161
1254,C0022658 -> C0151746 -> C0268731 -> C1841992
1255,C0022658 -> C0151746 -> C0549593
1256,C0022658 -> C1335036
1257,C4761312 -> C0154241
1258,C0584890 -> C0224414
1259,C0156086 -> C0348731
1260,C0013336 -> C0878660
1261,C0041349 -> C0495054
1262,C0200256 -> C0200257
1263,C0011630 -> C2980104 -> C0011636
1264,C0011630 -> C2980104 -> C0011636 -> C0040247
1265,C0011630 -> C2980104 -> C0011636 -> C0276698 -> C2350621 -> C0024449
1266,C2980104 -> C0011636
1267,C0162819 -> C1112118
1268,C0334171 -> C0334170
1269,C1313863 -> C0160802 -> C0178325
1270,C0002170 -> C0020678
1271,C0195771 -> C0195775
1272,C0195772 -> C0195771 -> C0195775
1273,C0524850 -> C0176094 -> C0161853
1274,C0524850 -> C0176094 -> C0519577
1275,C0524850 -> C0195762
1276,C0198009 -> C0198011
1277,C0198010 -> C0198009 -> C0198011
1278,C0198010 -> C0198009 -> C0198011 -> C0869644
1279,C0198010 -> C0198009 -> C0198011 -> C1282978
1280,C0001162 -> C0459305
1281,C0494559 -> C0494558
1282,C0155388 -> C0155410
1283,C0494553 -> C0155402
1284,C0494553 -> C0155404
1285,C0001175 -> C0019693
1286,C0021051 -> C0494264
1287,C0494264 -> C0494266
1288,C0021051 -> C0947962
1289,C0017412 -> C0156311
1290,C0001175 -> C0398795
1291,C0578534 -> C0265527
1292,C0274829 -> C0161725
1293,C0037286 -> C0852525 -> C0007114
1294,C0852525 -> C0007114
1295,C0851595 -> C0851391
1296,C0032019 -> C0020659 -> C0349614
1297,C0032019 -> C0748616 -> C2103528
1298,C0086692 -> C0154053
1299,C0206754 -> C1266150
1300,C0497550 -> C0852482
1301,C0347524 -> C0851643
1302,C0001206 -> C0405578
1303,C0405578 -> C0017547
1304,C0020538 -> C0851627
1305,C0007603 -> C0887867
1306,C0001621 -> C0851659
1307,C0405580 -> C0001623
1308,C0405580 -> C0001623 -> C1955741
1309,C0031142 -> C0156180
1310,C0341528 -> C0031149
1311,C0035358 -> C0341528
1312,C0001254 -> C0600148
1313,C0233550 -> C0278075
1314,C0002903 -> C1293832
1315,C0002903 -> C1293832 -> C0392876 -> C0199027
1316,C1293832 -> C0392876 -> C0199027
1317,C0002903 -> C1293832 -> C0392876 -> C1285166 -> C1444819
1318,C0009759 -> C0155171
1319,C0009763 -> C0029560
1320,C0017160 -> C0014335
1321,C0017160 -> C0017152
1322,C0267166 -> C0013298
1323,C0017160 -> C0017152 -> C0267166
1324,C0039980 -> C0495836
1325,C0026771 -> C0478365
1326,C0236664 -> C0349096
1327,C0030695 -> C0150369
1328,C0156191 -> C0023885
1329,C0023890 -> C0239946
1330,C0577911 -> C0577912
1331,C0577913 -> C0577911
1332,C0035243 -> C1112142
1333,C0876973 -> C0149725
1334,C0032285 -> C0264376
1335,C3714636 -> C0032285 -> C0264376
1336,C0155870 -> C0021400
1337,C0264222 -> C0264223
1338,C0032285 -> C0339951 -> C0155870
1339,C0032285 -> C0339951 -> C0155870 -> C0032310
1340,C0155870 -> C0032310
1341,C0032285 -> C0339951 -> C0155870 -> C0032310 -> C0729704
1342,C0155870 -> C0032310 -> C0869210
1343,C3714636 -> C0032285
1344,C0001327 -> C0155811
1345,C0155811 -> C0149513
1346,C0018674 -> C0178671
1347,C0178671 -> C0027531
1348,C0027531 -> C0495825
1349,C0018674 -> C0495811
1350,C0030305 -> C0262417
1351,C0040426 -> C0011443
1352,C0230028 -> C1268203
1353,C0226981 -> C0702127
1354,C0226981 -> C0702127 -> C0541695
1355,C0199414 -> C0199415
1356,C0040128 -> C0154164
1357,C0040128 -> C0162044
1358,C0040128 -> C0348024
1359,C0178324 -> C0160754
1360,C0178324 -> C0852049
1361,C0007820 -> C0155729
1362,C0007820 -> C0393949
1363,C0393949 -> C0348639
1364,C0003811 -> C0264886
1365,C0264886 -> C0340494
1366,C0003811 -> C0494598
1367,C0003811 -> C0947788
1368,C0018798 -> C0152021
1369,C0152021 -> C0344576 -> C3665496 -> C0852113
1370,C0478013 -> C0158625
1371,C0003850 -> C0004153
1372,C0151744 -> C0852149 -> C1956346 -> C0003850 -> C0004153 -> C0264694
1373,C0151744 -> C0852149 -> C1956346 -> C0003850 -> C0004153 -> C0264694 -> C0155669
1374,C0264694 -> C0155669
1375,C0003850 -> C0004153 -> C0264956
1376,C1956346 -> C0003850 -> C0004153 -> C3665365
1377,C0151744 -> C0852149 -> C1956346 -> C0010068
1378,C0151744 -> C0852149 -> C1956346
1379,C1956346 -> C0852153
1380,C1510446 -> C0348590
1381,C0679394 -> C0036980
1382,C0036980 -> C1328273 -> C0018801
1383,C1328273 -> C0018801
1384,C0009241 -> C0338656
1385,C4041080 -> C0009241
1386,C0192189 -> C0192188
1387,C0035238 -> C0495533
1388,C0459892 -> C0580788
1389,C0027439 -> C0028433
1390,C0035244 -> C0684916
1391,C0031347 -> C0027439
1392,C0031347 -> C2103118
1393,C0026640 -> C0345470 -> C5567163 -> C0023761
1394,C0345470 -> C5567163 -> C0023761
1395,C0026640 -> C0345470 -> C5567163 -> C0036095
1396,C0345470 -> C5567163 -> C0036095
1397,C0497538 -> C0851752
1398,C0497538 -> C0851982
1399,C0005456 -> C0312460
1400,C0028850 -> C0038379
1401,C0154907 -> C0339308
1402,C0273483 -> C0478205
1403,C0334450 -> C0947996
1404,C0001546 -> C0338910
1405,C0003469 -> C0003467 -> C0349231
1406,C0027932 -> C0003469 -> C0003467 -> C0349231
1407,C0003467 -> C0349231 -> C0700613
1408,C0027932 -> C0003469 -> C0003467 -> C0349231 -> C0700613
1409,C0003467 -> C0424139
1410,C0003467 -> C0424139 -> C0015726
1411,C0424139 -> C0015726
1412,C0027932 -> C0003469 -> C0003467 -> C1279420
1413,C0027932 -> C0003469
1414,C0027932 -> C0154458
1415,C1456434 -> C1456311
1416,C0587906 -> C0442592
1417,C0242172 -> C0030790
1418,C0242172 -> C0156326
1419,C0242172 -> C0495087
1420,C0268818 -> C0268819
1421,C1279264 -> C0042029
1422,C0525047 -> C0033953
1423,C0033953 -> C0549622
1424,C0153465 -> C0153464
1425,C0153464 -> C0153467
1426,C0038900 -> C0193663
1427,C0038900 -> C1292867 -> C5698345 -> C0519545
1428,C0001655 -> C0033195 -> C0443472
1429,C0452240 -> C0454279 -> C0419117
1430,C0333117 -> C0541614
1431,C0003723 -> C0153073
1432,C0233666 -> C1314756
1433,C0024314 -> C0021070
1434,C0021070 -> C1532005 -> C0555261
1435,C0024314 -> C0021070 -> C1532005 -> C0555261 -> C1292763
1436,C0282090 -> C1762622
1437,C0694450 -> C0494215
1438,C0001824 -> C0027947
1439,C0027947 -> C0853697 -> C4551627
1440,C0336803 -> C0336804
1441,C0027497 -> C0027498
1442,C0027498 -> C0042963
1443,C0011757 -> C0026613
1444,C0042940 -> C0264587
1445,C0002514 -> C0268454
1446,C0002514 -> C0342666
1447,C0679674 -> C0150355 -> C0030643
1448,C0679674 -> C0150355
1449,C0204598 -> C0204600 -> C0150543
1450,C0204600 -> C0150543
1451,C0204600 -> C0150543 -> C0204601
1452,C0005818 -> C0679429
1453,C0005818 -> C0679429 -> C0852342
1454,C0015393 -> C0852075
1455,C0024305 -> C0348394
1456,C0079772 -> C0854819
1457,C1337079 -> C0079774 -> C0456876
1458,C0079773 -> C0026948
1459,C0079773 -> C0026948 -> C0862196
1460,C0079774 -> C5680497 -> C0079773
1461,C0472794 -> C0398597 -> C3887558
1462,C0002018 -> C0920296 -> C0476254
1463,C0033306 -> C0033308
1464,C0002063 -> C0220983
1465,C0035203 -> C0004048
1466,C0035203 -> C0004048 -> C0035230
1467,C0035203 -> C0231800
1468,C0476273 -> C0013404
1469,C0222166 -> C0559619
1470,C0017337 -> C1136366 -> C0017428 -> C0008630
1471,C0035161 -> C0327093
1472,C0037974 -> C0040843
1473,C0221536 -> C0013526
1474,C0412057 -> C0581505
1475,C0581506 -> C0412057
1476,C0019046 -> C0017645
1477,C0019046 -> C0313261
1478,C0019045 -> C0852325
1479,C0185513 -> C0185511
1480,C0524865 -> C0374711
1481,C0398950 -> C0398920
1482,C0002418 -> C0152187
1483,C0030842 -> C1323103
1484,C0016163 -> C1521737
1485,C0002452 -> C0011351
1486,C0559905 -> C0431551 -> C0158662
1487,C0431551 -> C0266120
1488,C1515945 -> C0021208
1489,C0028137 -> C0028214
1490,C0085084 -> C0154681
1491,C0085084 -> C0154681 -> C0270764
1492,C0009404 -> C0009375
1493,C0199855 -> C0199857
1494,C0007586 -> C0007590
1495,C0035585 -> C0153119
1496,C0035585 -> C0276100
1497,C0035585 -> C0947854
1498,C0311376 -> C0152948
1499,C0192571 -> C0192573
1500,C0192398 -> C0842142
1501,C0274912 -> C0274913
1502,C0027581 -> C0162603
1503,C0002888 -> C0151482
1504,C0002893 -> C0796466 -> C5848916 -> C2981142
1505,C0002902 -> C0025958
1506,C0002902 -> C0266672
1507,C0002911 -> C0002921
1508,C0185908 -> C0185909
1509,C2608059 -> C0185908
1510,C0196542 -> C0196541
1511,C0042381 -> C0842087
1512,C0423377 -> C0423447
1513,C0196947 -> C0196950
1514,C0196947 -> C0395020
1515,C3241977 -> C0029090
1516,C0023794 -> C0037899
1517,C0032273 -> C0264449
1518,C0840492 -> C0478245
1519,C0085584 -> C0852401
1520,C0852400 -> C0149504
1521,C0020564 -> C0333958
1522,C0018824 -> C0852152
1523,C0003502 -> C1260873
1524,C0175708 -> C0035439 -> C0029730
1525,C0949691 -> C0038019 -> C0158240
1526,C0949691 -> C0038019
1527,C0949690 -> C0038012 -> C0949691
1528,C1261287 -> C0009814
1529,C0014544 -> C0036572
1530,C0014544 -> C4317109
1531,C0013604 -> C0151603
